day,month,hour,minute,Total
9,3,4,0,0.0
9,3,4,1,0.0
9,3,4,2,0.0
9,3,4,3,0.0
9,3,5,0,0.0
9,3,5,1,0.0
9,3,5,2,0.0
9,3,5,3,0.0
9,3,6,0,0.0
9,3,6,1,0.0
9,3,6,2,0.0
9,3,6,3,0.26
9,3,7,0,1.8625
9,3,7,1,4.725
9,3,7,2,8.0225
9,3,7,3,12.8475
9,3,8,0,18.925
9,3,8,1,23.28
9,3,8,2,33.89
9,3,8,3,39.9925
9,3,9,0,45.2275
9,3,9,1,53.98
9,3,9,2,61.36
9,3,9,3,68.1075
9,3,10,0,76.0525
9,3,10,1,82.235
9,3,10,2,87.185
9,3,10,3,95.76
9,3,11,0,101.52
9,3,11,1,103.565
9,3,11,2,105.8225
9,3,11,3,108.8875
9,3,12,0,110.7825
9,3,12,1,113.35
9,3,12,2,113.6825
9,3,12,3,114.9475
9,3,13,0,115.93
9,3,13,1,115.44
9,3,13,2,116.2525
9,3,13,3,116.8725
9,3,14,0,116.765
9,3,14,1,115.695
9,3,14,2,114.415
9,3,14,3,113.825
9,3,15,0,112.315
9,3,15,1,110.0875
9,3,15,2,107.6775
9,3,15,3,105.4575
9,3,16,0,99.27
9,3,16,1,95.9725
9,3,16,2,93.5125
9,3,16,3,92.325
9,3,17,0,87.8825
9,3,17,1,85.8825
9,3,17,2,67.75
9,3,17,3,68.84
9,3,18,0,53.605
9,3,18,1,51.0675
9,3,18,2,43.8475
9,3,18,3,36.0825
9,3,19,0,30.9875
9,3,19,1,24.21
9,3,19,2,16.705
9,3,19,3,9.57
9,3,20,0,4.065
9,3,20,1,1.48
9,3,20,2,0.1075
9,3,20,3,0.0
9,3,21,0,0.0
9,3,21,1,0.0
9,3,21,2,0.0
9,3,21,3,0.0
9,3,22,0,0.0
9,3,22,1,0.0
9,3,22,2,0.0
9,3,22,3,0.0
9,3,23,0,0.0
9,3,23,1,0.0
9,3,23,2,0.0
9,3,23,3,0.0
10,3,0,0,0.0
10,3,0,1,0.0
10,3,0,2,0.0
10,3,0,3,0.0
10,3,1,0,0.0
10,3,1,1,0.0
10,3,1,2,0.0
10,3,1,3,0.0
10,3,2,0,0.0
10,3,2,1,0.0
10,3,2,2,0.0
10,3,2,3,0.0
10,3,3,0,0.0
10,3,3,1,0.0
10,3,3,2,0.0
10,3,3,3,0.0
10,3,4,0,0.0
10,3,4,1,0.0
10,3,4,2,0.0
10,3,4,3,0.0
10,3,5,0,0.0
10,3,5,1,0.0
10,3,5,2,0.0
10,3,5,3,0.0
10,3,6,0,0.0
10,3,6,1,0.0
10,3,6,2,0.0
10,3,6,3,0.145
10,3,7,0,1.62
10,3,7,1,4.0875
10,3,7,2,7.1775
10,3,7,3,11.75
10,3,8,0,18.955
10,3,8,1,27.14
10,3,8,2,34.395
10,3,8,3,42.3675
10,3,9,0,48.925
10,3,9,1,56.0725
10,3,9,2,62.5125
10,3,9,3,68.6675
10,3,10,0,72.3975
10,3,10,1,78.3
10,3,10,2,87.035
10,3,10,3,96.2675
10,3,11,0,102.1075
10,3,11,1,105.1
10,3,11,2,107.6825
10,3,11,3,110.07
10,3,12,0,112.1875
10,3,12,1,113.355
10,3,12,2,114.145
10,3,12,3,116.2725
10,3,13,0,116.54
10,3,13,1,116.3225
10,3,13,2,115.675
10,3,13,3,115.0
10,3,14,0,114.87
10,3,14,1,115.05
10,3,14,2,113.6325
10,3,14,3,112.66
10,3,15,0,111.2225
10,3,15,1,107.78
10,3,15,2,104.44
10,3,15,3,104.7175
10,3,16,0,101.5775
10,3,16,1,99.3075
10,3,16,2,91.2075
10,3,16,3,91.25
10,3,17,0,89.6675
10,3,17,1,84.56
10,3,17,2,75.7025
10,3,17,3,64.725
10,3,18,0,60.585
10,3,18,1,53.1125
10,3,18,2,42.34
10,3,18,3,38.1075
10,3,19,0,28.7575
10,3,19,1,20.575
10,3,19,2,16.2775
10,3,19,3,10.86
10,3,20,0,5.1425
10,3,20,1,1.825
10,3,20,2,0.285
10,3,20,3,0.0
10,3,21,0,0.0
10,3,21,1,0.0
10,3,21,2,0.0
10,3,21,3,0.0
10,3,22,0,0.0
10,3,22,1,0.0
10,3,22,2,0.0
10,3,22,3,0.0
10,3,23,0,0.0
10,3,23,1,0.0
10,3,23,2,0.0
10,3,23,3,0.0
11,3,0,0,0.0
11,3,0,1,0.0
11,3,0,2,0.0
11,3,0,3,0.0
11,3,1,0,0.0
11,3,1,1,0.0
11,3,1,2,0.0
11,3,1,3,0.0
11,3,2,0,0.0
11,3,2,1,0.0
11,3,2,2,0.0
11,3,2,3,0.0
11,3,3,0,0.0
11,3,3,1,0.0
11,3,3,2,0.0
11,3,3,3,0.0
11,3,4,0,0.0
11,3,4,1,0.0
11,3,4,2,0.0
11,3,4,3,0.0
11,3,5,0,0.0
11,3,5,1,0.0
11,3,5,2,0.0
11,3,5,3,0.0
11,3,6,0,0.0
11,3,6,1,0.0
11,3,6,2,0.0
11,3,6,3,0.445
11,3,7,0,2.3225
11,3,7,1,4.98
11,3,7,2,8.21
11,3,7,3,13.745
11,3,8,0,20.17
11,3,8,1,26.46
11,3,8,2,33.705
11,3,8,3,41.5425
11,3,9,0,47.3225
11,3,9,1,58.19
11,3,9,2,72.7225
11,3,9,3,71.385
11,3,10,0,75.92
11,3,10,1,81.7675
11,3,10,2,98.5475
11,3,10,3,86.545
11,3,11,0,50.515
11,3,11,1,86.7725
11,3,11,2,107.9775
11,3,11,3,116.815
11,3,12,0,114.4
11,3,12,1,110.14
11,3,12,2,112.095
11,3,12,3,119.4025
11,3,13,0,117.36
11,3,13,1,109.5825
11,3,13,2,102.4275
11,3,13,3,112.7525
11,3,14,0,92.2075
11,3,14,1,100.6275
11,3,14,2,102.185
11,3,14,3,98.675
11,3,15,0,86.5425
11,3,15,1,80.8225
11,3,15,2,59.45
11,3,15,3,78.73
11,3,16,0,75.645
11,3,16,1,52.2525
11,3,16,2,43.2
11,3,16,3,51.575
11,3,17,0,66.21
11,3,17,1,76.2925
11,3,17,2,74.56
11,3,17,3,65.1075
11,3,18,0,57.4025
11,3,18,1,49.345
11,3,18,2,30.365
11,3,18,3,32.235
11,3,19,0,25.5725
